Day,Away,Home,RA,RH,Inn
5,230,TBR,LAA,9,6,10
5,230,MIL,TEX,9,8,9
5,230,CHW,COL,1,14,9
5,230,DET,CLE,4,2,9
5,230,DET,CLE,1,4,9
5,230,KCR,CHC,4,3,9
5,230,PIT,MIN,1,5,9
5,230,BOS,NYY,8,3,9
5,230,TOR,CIN,0,1,9
5,230,ARI,SDP,0,4,9
5,230,MIA,LAD,11,3,9
5,230,SFG,ATL,0,4,9
5,230,NYM,STL,7,1,9
5,230,PHI,WSN,7,8,9
6,231,SEA,HOU,10,3,9
6,231,BAL,OAK,7,2,10
6,231,TBR,LAA,6,7,9
6,231,TBR,LAA,18,4,9
6,231,MIL,TEX,6,1,9
6,231,CHW,COL,5,11,9
6,231,DET,CLE,4,3,9
6,231,KCR,CHC,4,6,9
6,231,PIT,MIN,7,4,9
6,231,BOS,NYY,8,1,9
6,231,TOR,CIN,4,3,9
6,231,ARI,SDP,6,4,9
6,231,ARI,SDP,8,1,9
6,231,MIA,LAD,1,3,9
6,231,MIA,LAD,1,3,9
6,231,SFG,ATL,5,6,9
6,231,NYM,STL,13,2,9
6,231,PHI,WSN,12,3,9
0,232,SEA,HOU,7,6,9
0,232,BAL,OAK,12,1,9
0,232,MIL,TEX,6,2,9
0,232,CHW,COL,10,5,9
0,232,DET,CLE,4,1,9
0,232,KCR,CHC,3,4,9
0,232,PIT,MIN,0,2,9
0,232,BOS,NYY,6,5,9
0,232,TOR,CIN,10,3,9
0,232,SFG,ATL,4,3,9
0,232,NYM,STL,3,7,9
0,232,PHI,WSN,3,4,9
1,233,SEA,CHW,14,2,9
1,233,BOS,HOU,4,9,9
1,233,KCR,OAK,4,6,9
1,233,TEX,ARI,3,4,11
1,233,CHC,DET,7,6,9
1,233,MIA,SDP,2,6,9
1,233,SFG,PHI,4,10,9
1,233,STL,PIT,1,11,9
1,233,NYM,ATL,10,4,9
2,234,SEA,CHW,6,3,9
2,234,BOS,HOU,3,7,9
2,234,KCR,OAK,4,5,9
2,234,CIN,LAA,4,3,9
2,234,TEX,ARI,3,6,9
2,234,LAD,CLE,3,8,9
2,234,CHC,DET,6,8,9
2,234,MIN,MIL,3,7,9
2,234,TOR,BAL,6,3,10
2,234,WSN,NYY,2,1,9
2,234,COL,TBR,4,12,9
2,234,MIA,SDP,3,0,9
2,234,SFG,PHI,3,4,9
2,234,STL,PIT,3,6,9
2,234,NYM,ATL,2,3,9
3,235,SEA,CHW,4,5,10
3,235,BOS,HOU,7,5,10
3,235,KCR,OAK,4,0,9
3,235,CIN,LAA,9,4,9
3,235,CIN,LAA,7,3,9
3,235,LAD,CLE,6,1,9
3,235,CHC,DET,6,4,9
3,235,MIN,MIL,7,8,10
3,235,TOR,BAL,0,7,9
3,235,WSN,NYY,1,9,9
3,235,COL,TBR,5,6,10
3,235,MIA,SDP,0,4,9
3,235,SFG,PHI,8,6,10
3,235,STL,PIT,6,4,9
3,235,NYM,ATL,0,7,9
4,236,BOS,HOU,17,1,9
4,236,OAK,CHW,8,5,9
4,236,TEX,MIN,5,7,9
4,236,LAD,CLE,9,3,9
4,236,TOR,BAL,3,5,9
4,236,WSN,NYY,6,5,9
4,236,COL,TBR,3,5,9
4,236,CIN,ARI,2,3,9
4,236,CHC,PIT,5,4,10
5,237,KCR,SEA,5,7,9
5,237,HOU,DET,1,4,9
5,237,OAK,CHW,12,4,9
5,237,LAA,NYM,3,1,9
5,237,TEX,MIN,2,12,9
5,237,CLE,TOR,5,2,9
5,237,COL,BAL,4,5,9
5,237,LAD,BOS,7,4,9
5,237,NYY,TBR,6,2,9
5,237,CIN,ARI,8,10,9
5,237,SDP,MIL,3,7,9
5,237,ATL,SFG,5,1,9
5,237,CHC,PIT,1,2,9
5,237,STL,PHI,2,7,9
5,237,WSN,MIA,7,4,9
6,238,KCR,SEA,2,15,9
6,238,HOU,DET,9,2,9
6,238,OAK,CHW,2,6,9
6,238,LAA,NYM,5,3,9
6,238,TEX,MIN,6,2,9
6,238,CLE,TOR,3,8,9
6,238,COL,BAL,4,5,9
6,238,LAD,BOS,5,8,9
6,238,NYY,TBR,0,3,9
6,238,CIN,ARI,8,7,11
6,238,SDP,MIL,4,5,9
6,238,ATL,SFG,7,3,9
6,238,CHC,PIT,10,6,9
6,238,STL,PHI,1,12,9
6,238,WSN,MIA,3,2,9
0,239,KCR,SEA,2,3,9
0,239,HOU,DET,17,4,9
0,239,OAK,CHW,1,6,9
0,239,LAA,NYM,2,3,9
0,239,TEX,MIN,6,7,13
0,239,CLE,TOR,10,7,11
0,239,COL,BAL,4,3,9
0,239,LAD,BOS,7,4,9
0,239,NYY,TBR,4,7,9
0,239,CIN,ARI,2,5,9
0,239,SDP,MIL,6,10,9
0,239,ATL,SFG,5,8,9
0,239,CHC,PIT,10,1,9
0,239,STL,PHI,0,3,9
0,239,WSN,MIA,1,2,9
1,240,OAK,SEA,0,7,9
1,240,HOU,BOS,13,5,9
1,240,LAA,PHI,4,6,9
1,240,TEX,NYM,4,3,9
1,240,CHW,BAL,0,9,9
1,240,CLE,MIN,6,10,9
1,240,NYY,DET,4,1,9
1,240,PIT,KCR,5,0,9
1,240,WSN,TOR,3,6,9
1,240,ARI,LAD,4,7,9
1,240,ATL,COL,14,4,9
1,240,SDP,STL,4,1,9
1,240,CIN,SFG,1,4,9
1,240,MIL,CHC,6,2,9
2,241,OAK,SEA,3,1,9
2,241,HOU,BOS,6,2,9
2,241,LAA,PHI,7,12,9
2,241,TEX,NYM,2,1,9
2,241,CHW,BAL,3,9,9
2,241,CLE,MIN,4,2,9
2,241,NYY,DET,4,2,9
2,241,PIT,KCR,6,3,9
2,241,TBR,MIA,11,2,9
2,241,WSN,TOR,5,4,9
2,241,ARI,LAD,1,9,9
2,241,ATL,COL,3,1,9
2,241,SDP,STL,5,6,10
2,241,CIN,SFG,1,6,9
2,241,MIL,CHC,0,1,9
3,242,OAK,SEA,4,5,9
3,242,HOU,BOS,7,4,9
3,242,LAA,PHI,10,8,9
3,242,TEX,NYM,5,6,10
3,242,CHW,BAL,10,5,9
3,242,CLE,MIN,5,2,10
3,242,NYY,DET,6,2,9
3,242,PIT,KCR,4,1,9
3,242,TBR,MIA,3,0,10
3,242,WSN,TOR,0,7,9
3,242,ARI,LAD,0,7,9
3,242,ATL,COL,7,3,9
3,242,SDP,STL,4,5,9
3,242,CIN,SFG,4,1,9
3,242,MIL,CHC,2,3,9
4,243,NYY,DET,3,4,10
4,243,ATL,LAD,8,7,9
4,243,SFG,SDP,7,2,9
4,243,MIA,WSN,6,1,9
5,244,SEA,NYM,1,2,9
5,244,NYY,HOU,6,2,9
5,244,LAA,OAK,2,9,9
5,244,MIN,TEX,5,1,9
5,244,DET,CHW,4,2,9
5,244,TBR,CLE,2,3,9
5,244,BOS,KCR,2,13,9
5,244,BAL,ARI,2,4,9
5,244,TOR,COL,13,9,9
5,244,ATL,LAD,6,3,9
5,244,SFG,SDP,3,7,9
5,244,CHC,CIN,6,2,9
5,244,CHC,CIN,2,3,9
5,244,PHI,MIL,5,7,9
5,244,PIT,STL,4,2,10
5,244,MIA,WSN,8,5,11
6,245,SEA,NYM,8,7,9
6,245,NYY,HOU,5,4,9
6,245,LAA,OAK,1,2,9
6,245,MIN,TEX,9,7,10
6,245,DET,CHW,10,0,9
6,245,TBR,CLE,6,7,11
6,245,BOS,KCR,9,5,9
6,245,BAL,ARI,7,3,9
6,245,TOR,COL,7,8,9
6,245,ATL,LAD,4,2,10
6,245,SFG,SDP,1,6,9
6,245,CHC,CIN,1,2,9
6,245,PHI,MIL,5,7,9
6,245,PIT,STL,7,6,9
6,245,MIA,WSN,11,5,9
0,246,SEA,NYM,3,6,9
0,246,NYY,HOU,6,1,9
0,246,LAA,OAK,6,10,9
0,246,MIN,TEX,5,6,9
0,246,DET,CHW,3,2,9
0,246,TBR,CLE,6,2,9
0,246,BOS,KCR,7,3,9
0,246,BAL,ARI,8,5,9
0,246,TOR,COL,7,5,9
0,246,ATL,LAD,1,3,9
0,246,SFG,SDP,0,4,9
0,246,CHC,CIN,15,7,9
0,246,PHI,MIL,4,2,9
0,246,PIT,STL,4,6,9
0,246,MIA,WSN,6,4,9
1,247,SEA,CIN,3,6,9
1,247,HOU,TEX,13,6,9
1,247,TOR,OAK,6,5,10
1,247,BAL,LAA,6,3,9
1,247,CHW,KCR,1,12,9
1,247,MIN,CLE,20,6,9
1,247,BOS,TBR,7,3,9
1,247,COL,ARI,2,4,9
1,247,PHI,SDP,9,7,9
1,247,SFG,CHC,0,5,9
1,247,MIL,PIT,2,4,9
2,248,SEA,CIN,6,7,9
2,248,HOU,TEX,14,1,9
2,248,TOR,OAK,7,1,9
2,248,BAL,LAA,5,4,10
2,248,CHW,KCR,6,7,9
2,248,MIN,CLE,8,3,9
2,248,DET,NYY,1,5,9
2,248,BOS,TBR,6,8,11
2,248,COL,ARI,3,2,9
2,248,LAD,MIA,3,6,9
2,248,PHI,SDP,0,8,9
2,248,SFG,CHC,8,11,9
2,248,MIL,PIT,7,3,9
2,248,STL,ATL,10,6,9
2,248,NYM,WSN,11,5,9
3,249,SEA,CIN,8,4,9
3,249,HOU,TEX,12,3,9
3,249,TOR,OAK,2,5,9
3,249,BAL,LAA,10,3,9
3,249,CHW,KCR,6,4,9
3,249,MIN,CLE,1,2,9
3,249,DET,NYY,3,4,9
3,249,BOS,TBR,1,3,9
3,249,COL,ARI,5,12,9
3,249,LAD,MIA,4,11,9
3,249,PHI,SDP,5,1,9
3,249,SFG,CHC,2,8,9
3,249,MIL,PIT,4,5,9
3,249,STL,ATL,11,6,9
3,249,NYM,WSN,2,3,9
4,250,SEA,TBR,1,0,9
4,250,CLE,LAA,2,3,9
4,250,DET,NYY,10,3,9
4,250,ARI,CHC,6,2,9
4,250,LAD,MIA,10,0,9
4,250,STL,ATL,5,8,9
5,251,SEA,TBR,4,7,9
5,251,SDP,HOU,11,2,9
5,251,OAK,TEX,6,3,9
5,251,CLE,LAA,6,3,9
5,251,CHW,DET,6,0,9
5,251,KCR,TOR,4,5,9
5,251,NYM,MIN,2,5,9
5,251,BAL,BOS,11,2,9
5,251,MIL,NYY,8,2,9
5,251,ARI,CHC,1,0,9
5,251,COL,SFG,8,9,9
5,251,LAD,WSN,8,5,9
5,251,STL,CIN,9,4,9
5,251,PIT,ATL,2,8,9
5,251,MIA,PHI,3,2,9
6,252,SEA,TBR,5,7,9
6,252,SDP,HOU,5,7,9
6,252,OAK,TEX,2,3,9
6,252,CLE,LAA,2,6,9
6,252,CHW,DET,1,3,9
6,252,KCR,TOR,1,5,9
6,252,NYM,MIN,4,8,9
6,252,BAL,BOS,13,12,9
6,252,MIL,NYY,9,2,9
6,252,ARI,CHC,3,2,10
6,252,COL,SFG,1,9,9
6,252,LAD,WSN,6,7,11
6,252,STL,CIN,4,3,9
6,252,PIT,ATL,8,4,9
6,252,MIA,PHI,4,8,9
0,253,SEA,TBR,3,6,9
0,253,SDP,HOU,2,12,9
0,253,OAK,TEX,4,9,9
0,253,CLE,LAA,1,2,9
0,253,CHW,DET,2,3,9
0,253,KCR,TOR,2,5,9
0,253,NYM,MIN,2,0,9
0,253,BAL,BOS,3,7,9
0,253,MIL,NYY,3,4,13
0,253,ARI,CHC,2,5,9
0,253,COL,SFG,3,6,9
0,253,LAD,WSN,7,3,9
0,253,STL,CIN,1,7,9
0,253,PIT,ATL,2,5,9
0,253,MIA,PHI,5,4,9
1,254,LAA,SEA,8,5,11
1,254,OAK,HOU,4,0,9
1,254,TEX,TOR,10,4,9
1,254,CLE,SFG,4,5,10
1,254,TBR,MIN,7,4,9
1,254,STL,BAL,5,11,9
1,254,ARI,NYM,4,3,9
1,254,CHC,COL,5,4,9
1,254,SDP,LAD,11,8,9
1,254,MIA,MIL,0,12,9
1,254,WSN,PIT,6,2,9
1,254,ATL,PHI,10,8,10
1,254,ATL,PHI,5,7,9
2,255,LAA,SEA,0,8,9
2,255,OAK,HOU,6,2,9
2,255,TEX,TOR,6,3,9
2,255,KCR,CHW,2,6,9
2,255,KCR,CHW,11,10,9
2,255,CLE,SFG,3,1,9
2,255,CIN,DET,6,5,10
2,255,TBR,MIN,2,3,9
2,255,STL,BAL,5,2,9
2,255,NYY,BOS,3,2,9
2,255,NYY,BOS,4,1,9
2,255,ARI,NYM,4,7,9
2,255,CHC,COL,4,6,9
2,255,SDP,LAD,2,11,9
2,255,MIA,MIL,1,3,9
2,255,WSN,PIT,1,5,9
2,255,ATL,PHI,7,6,10
3,256,LAA,SEA,2,3,9
3,256,OAK,HOU,2,6,9
3,256,TEX,TOR,10,0,9
3,256,KCR,CHW,7,1,9
3,256,CLE,SFG,5,6,10
3,256,CIN,DET,4,3,9
3,256,TBR,MIN,5,4,9
3,256,STL,BAL,1,0,9
3,256,ARI,NYM,1,7,9
3,256,CHC,COL,3,7,9
3,256,SDP,LAD,6,1,9
3,256,MIA,MIL,2,0,9
3,256,WSN,PIT,6,7,9
3,256,ATL,PHI,4,1,9
4,257,TEX,TOR,9,2,9
4,257,MIN,CHW,10,2,9
4,257,CIN,DET,2,8,9
4,257,TBR,BAL,4,3,9
4,257,NYY,BOS,0,5,9
4,257,NYY,BOS,8,5,9
4,257,ARI,NYM,1,11,9
4,257,MIA,MIL,2,4,9
4,257,WSN,PIT,0,2,9
5,258,LAD,SEA,6,3,9
5,258,HOU,KCR,2,4,9
5,258,SDP,OAK,8,3,9
5,258,DET,LAA,11,2,9
5,258,TEX,CLE,3,12,9
5,258,MIN,CHW,10,2,9
5,258,TBR,BAL,7,1,9
5,258,BOS,TOR,0,3,9
5,258,NYY,PIT,7,5,9
5,258,CHC,ARI,4,6,9
5,258,SFG,COL,2,3,9
5,258,CIN,NYM,5,3,9
5,258,WSN,MIL,3,5,9
5,258,PHI,STL,5,4,9
5,258,ATL,MIA,6,9,9
6,259,LAD,SEA,6,2,11
6,259,HOU,KCR,8,10,9
6,259,SDP,OAK,5,2,9
6,259,DET,LAA,5,4,10
6,259,TEX,CLE,1,2,9
6,259,MIN,CHW,6,7,9
6,259,TBR,BAL,0,8,9
6,259,BOS,TOR,3,4,13
6,259,NYY,PIT,6,3,9
6,259,CHC,ARI,6,7,13
6,259,SFG,COL,5,9,9
6,259,SFG,COL,2,5,9
6,259,CIN,NYM,3,2,9
6,259,WSN,MIL,5,9,9
6,259,PHI,STL,6,1,9
6,259,ATL,MIA,5,11,9
0,260,LAD,SEA,6,1,9
0,260,HOU,KCR,7,1,9
0,260,SDP,OAK,10,1,9
0,260,DET,LAA,5,3,9
0,260,TEX,CLE,2,9,9
0,260,MIN,CHW,4,0,9
0,260,TBR,BAL,4,5,11
0,260,BOS,TOR,2,3,9
0,260,NYY,PIT,2,3,9
0,260,CHC,ARI,2,6,9
0,260,SFG,COL,11,10,9
0,260,CIN,NYM,4,8,9
0,260,WSN,MIL,2,1,11
0,260,PHI,STL,5,6,9
0,260,ATL,MIA,2,16,9
1,261,SEA,OAK,5,0,9
1,261,BAL,HOU,8,7,9
1,261,BOS,TEX,4,2,9
1,261,CHW,WSN,6,1,9
1,261,CLE,KCR,4,6,9
1,261,DET,LAD,3,8,9
1,261,MIN,CIN,3,7,9
1,261,COL,SDP,9,11,9
1,261,MIL,STL,0,1,9
1,261,PHI,ATL,7,1,9
1,261,NYM,MIA,2,1,9
2,262,SEA,OAK,7,2,9
2,262,BAL,HOU,9,5,9
2,262,LAA,TBR,2,6,9
2,262,BOS,TEX,4,6,9
2,262,CHW,WSN,3,4,9
2,262,CLE,KCR,6,7,9
2,262,DET,LAD,2,3,9
2,262,MIN,CIN,7,0,9
2,262,TOR,NYY,7,1,9
2,262,SFG,ARI,4,8,9
2,262,COL,SDP,0,2,9
2,262,PIT,CHC,1,14,9
2,262,MIL,STL,7,3,9
2,262,PHI,ATL,3,9,9
2,262,NYM,MIA,3,4,9
3,263,SEA,OAK,6,3,9
3,263,BAL,HOU,1,2,9
3,263,LAA,TBR,8,3,9
3,263,BOS,TEX,5,15,9
3,263,CHW,WSN,3,13,9
3,263,CLE,KCR,2,6,9
3,263,DET,LAD,4,2,9
3,263,MIN,CIN,5,3,9
3,263,TOR,NYY,6,1,9
3,263,SFG,ARI,1,7,9
3,263,COL,SDP,2,3,9
3,263,PIT,CHC,13,7,9
3,263,MIL,STL,8,2,9
3,263,PHI,ATL,6,5,10
3,263,NYM,MIA,8,3,9
4,264,DET,OAK,7,3,9
4,264,LAA,TBR,4,5,9
4,264,BAL,CLE,2,5,9
4,264,TOR,NYY,3,5,9
4,264,SFG,LAD,2,7,9
4,264,PIT,CHC,8,6,9
4,264,MIL,STL,6,0,9
4,264,ATL,WSN,10,3,9
4,264,NYM,PHI,4,5,9
5,265,SEA,TEX,5,8,9
5,265,KCR,HOU,7,5,9
5,265,DET,OAK,2,8,9
5,265,LAA,MIN,6,8,9
5,265,CHW,BOS,2,3,9
5,265,BAL,CLE,8,9,9
5,265,ARI,NYY,1,7,9
5,265,TOR,TBR,6,2,9
5,265,COL,CHC,0,6,9
5,265,SFG,LAD,5,1,9
5,265,STL,SDP,2,4,9
5,265,PIT,CIN,7,5,9
5,265,MIL,MIA,16,1,9
5,265,ATL,WSN,9,6,9
5,265,NYM,PHI,4,5,10
6,266,SEA,TEX,0,2,9
6,266,KCR,HOU,3,2,9
6,266,DET,OAK,1,4,9
6,266,LAA,MIN,1,0,9
6,266,CHW,BOS,1,0,9
6,266,BAL,CLE,2,1,9
6,266,TOR,TBR,6,7,9
6,266,COL,CHC,3,6,9
6,266,SFG,LAD,0,7,9
6,266,STL,SDP,5,2,11
6,266,PIT,CIN,13,12,9
6,266,MIL,MIA,4,5,9
6,266,NYM,PHI,5,7,9
0,267,SEA,TEX,8,9,9
0,267,KCR,HOU,6,5,9
0,267,DET,OAK,2,0,9
0,267,LAA,MIN,3,9,9
0,267,CHW,BOS,3,2,6
0,267,BAL,CLE,5,1,9
0,267,ARI,NYY,7,1,9
0,267,TOR,TBR,9,5,9
0,267,COL,CHC,3,4,9
0,267,SFG,LAD,2,3,10
0,267,STL,SDP,2,12,9
0,267,PIT,CIN,2,4,9
0,267,MIL,MIA,1,6,9
0,267,ATL,WSN,2,3,9
0,267,ATL,WSN,8,5,9
0,267,NYM,PHI,2,5,9
1,268,HOU,SEA,5,1,9
1,268,TEX,LAA,5,1,9
1,268,ARI,NYY,4,6,9
1,268,SDP,SFG,1,2,9
2,269,HOU,SEA,2,6,9
2,269,OAK,MIN,3,11,9
2,269,TEX,LAA,3,9,9
2,269,ARI,CHW,15,4,9
2,269,CIN,CLE,11,7,9
2,269,KCR,DET,3,6,9
2,269,WSN,BAL,0,1,9
2,269,TBR,BOS,9,7,9
2,269,NYY,TOR,2,0,9
2,269,LAD,COL,1,4,9
2,269,LAD,COL,11,2,9
2,269,SDP,SFG,4,0,9
2,269,CHC,ATL,6,7,9
2,269,STL,MIL,4,1,9
2,269,PIT,PHI,2,3,10
3,270,HOU,SEA,8,3,9
3,270,OAK,MIN,4,6,9
3,270,TEX,LAA,5,0,9
3,270,ARI,CHW,3,0,9
3,270,CIN,CLE,3,4,9
3,270,KCR,DET,0,8,9
3,270,WSN,BAL,1,5,9
3,270,TBR,BOS,5,0,9
3,270,NYY,TOR,6,0,9
3,270,LAD,COL,8,2,9
3,270,SDP,SFG,5,2,10
3,270,CHC,ATL,5,6,10
3,270,STL,MIL,2,3,9
3,270,PIT,PHI,6,7,9
3,270,MIA,NYM,2,11,9
3,270,MIA,NYM,4,2,9
4,271,TEX,SEA,2,3,9
4,271,OAK,MIN,2,1,9
4,271,ARI,CHW,1,3,9
4,271,KCR,DET,3,7,9
4,271,BOS,BAL,0,2,9
4,271,NYY,TOR,0,6,9
4,271,LAD,COL,5,14,9
4,271,CHC,ATL,3,5,9
4,271,STL,MIL,0,3,9
4,271,PIT,PHI,3,2,9
4,271,MIA,NYM,0,1,8
5,272,TEX,SEA,0,8,9
5,272,HOU,ARI,2,1,9
5,272,OAK,LAA,1,5,9
5,272,SDP,CHW,3,2,9
5,272,CLE,DET,7,5,9
5,272,NYY,KCR,5,12,9
5,272,MIN,COL,7,6,9
5,272,BOS,BAL,3,0,9
5,272,TBR,TOR,4,11,9
5,272,LAD,SFG,6,2,9
5,272,CHC,MIL,3,4,10
5,272,CIN,STL,19,2,9
5,272,MIA,PIT,4,3,9
5,272,WSN,ATL,10,6,9
6,273,TEX,SEA,6,1,9
6,273,HOU,ARI,1,0,9
6,273,OAK,LAA,7,3,9
6,273,SDP,CHW,6,1,9
6,273,CLE,DET,0,8,9
6,273,NYY,KCR,5,2,9
6,273,MIN,COL,14,6,9
6,273,BOS,BAL,2,5,9
6,273,TBR,TOR,7,5,10
6,273,LAD,SFG,1,2,9
6,273,CHC,MIL,10,6,9
6,273,CIN,STL,6,15,9
6,273,MIA,PIT,7,3,9
6,273,WSN,ATL,3,5,9
6,273,PHI,NYM,3,4,9
6,273,PHI,NYM,4,11,9
0,274,TEX,SEA,0,1,9
0,274,HOU,ARI,8,1,9
0,274,OAK,LAA,3,7,9
0,274,SDP,CHW,2,1,11
0,274,CLE,DET,2,5,9
0,274,NYY,KCR,2,5,9
0,274,MIN,COL,2,3,11
0,274,BOS,BAL,6,1,9
0,274,TBR,TOR,12,8,9
0,274,LAD,SFG,5,2,9
0,274,CHC,MIL,0,4,9
0,274,CIN,STL,3,4,9
0,274,MIA,PIT,0,3,9
0,274,WSN,ATL,10,9,9
0,274,PHI,NYM,9,1,9
